0.64605137963844,0.147954329210276,0.194576593720266,0.0114176974310181
0.89,0.0514285714285714,0.0442857142857143,0.0142857142857143
0.15954415954416,0.34045584045584,0.494301994301994,0.0056980056980057
0.952904238618524,0.021978021978022,0.0149136577708006,0.0102040816326531
0.253968253968254,0.349206349206349,0.341269841269841,0.0555555555555556
0.670886075949367,0.272151898734177,0.0316455696202532,0.0253164556962025
0.0110294117647059,0.360294117647059,0.628676470588235,0
0.972517730496454,0.00886524822695036,0.00709219858156028,0.0115248226950355
0.801369863013699,0.123287671232877,0.0753424657534247,0
0.228070175438596,0.701754385964912,0,0.0701754385964912
0.27536231884058,0.0579710144927536,0.623188405797101,0.0434782608695652
0.528301886792453,0.386792452830189,0.0471698113207547,0.0377358490566038
0.961538461538462,0.0384615384615385,0,0
0.0124378109452736,0.199004975124378,0.788557213930348,0
0.00704225352112676,0.816901408450704,0.176056338028169,0
0.978181818181818,0.00909090909090909,0.00272727272727273,0.01
0.75,0,0.178571428571429,0.0714285714285714
0.835714285714286,0.128571428571429,0.0357142857142857,0
0,0,1,0
0.7,0,0,0.3
0.127659574468085,0.851063829787234,0,0.0212765957446809
0.137931034482759,0.0689655172413793,0.741379310344828,0.0517241379310345
1,0,0,0
0.541666666666667,0.416666666666667,0,0.0416666666666667
0.4,0.1,0.5,0
0.916666666666667,0.0833333333333333,0,0
1,0,0,0
0,0.863636363636364,0.136363636363636,0
0.0131578947368421,0.160526315789474,0.826315789473684,0
0.00840336134453781,0.966386554621849,0.0252100840336134,0
0,0.0434782608695652,0.956521739130435,0
0.979963570127505,0.00728597449908925,0.00273224043715847,0.0100182149362477
0,1,0,0
0.84,0,0.08,0.08
0,0,1,0
0.857142857142857,0.142857142857143,0,0
0.642857142857143,0,0.357142857142857,0
1,0,0,0
0.4,0,0,0.6
0.357142857142857,0.571428571428571,0,0.0714285714285714
0.0303030303030303,0.96969696969697,0,0
0.115384615384615,0,0.826923076923077,0.0576923076923077
0.333333333333333,0.666666666666667,0,0
0.432432432432432,0.513513513513513,0,0.0540540540540541
0.909090909090909,0.0909090909090909,0,0
0,0,1,0
0.8,0.2,0,0
0,1,0,0
0.956521739130435,0.0434782608695652,0,0
0,0.947368421052632,0.0526315789473684,0
0,0.333333333333333,0.666666666666667,0
0,0.615384615384615,0.384615384615385,0
0.0146627565982405,0.108504398826979,0.87683284457478,0
0.0625,0.75,0.1875,0
0,1,0,0
0,0.166666666666667,0.833333333333333,0
0,0,1,0
0.982342007434944,0.00743494423791822,0.00278810408921933,0.00743494423791822
0.863636363636364,0,0,0.136363636363636
0,0,0,1
0.91304347826087,0,0.0869565217391304,0
0.8125,0.1875,0,0
1,0,0,0
0.166666666666667,0,0.833333333333333,0
1,0,0,0
1,0,0,0
0,0,0,1
0.111111111111111,0.777777777777778,0,0.111111111111111
0.8,0.2,0,0
0.5,0.5,0,0
0,1,0,0
0.0612244897959184,0,0.877551020408163,0.0612244897959184
1,0,0,0
0,1,0,0
0.666666666666667,0.333333333333333,0,0
0.75,0.125,0,0.125
0.19047619047619,0.80952380952381,0,0
1,0,0,0
0.714285714285714,0.285714285714286,0,0
0.666666666666667,0.333333333333333,0,0
1,0,0,0
0.833333333333333,0.166666666666667,0,0
1,0,0,0
0,0,1,0
0,1,0,0
0,1,0,0
0,0,1,0
0,0.741935483870968,0.258064516129032,0
0,0.125,0.875,0
0.0210526315789474,0.0368421052631579,0.942105263157895,0
0.00662251655629139,0.198675496688742,0.794701986754967,0
0.0833333333333333,0.916666666666667,0,0
0,0.25,0.75,0
0,0,1,0
0,1,0,0
0.985004686035614,0.00749765698219306,0.0028116213683224,0.00468603561387067
0.666666666666667,0,0,0.333333333333333
0,0,0,1
0.904761904761905,0,0,0.0952380952380952
1,0,0,0
0.5,0,0.5,0
0.363636363636364,0.636363636363636,0,0
0.870588235294118,0.129411764705882,0,0
0,0,1,0
1,0,0,0
0,1,0,0
0.5,0,0,0.5
0,1,0,0
1,0,0,0
1,0,0,0
0,1,0,0
0,0,0.333333333333333,0.666666666666667
0.0652173913043478,0,0.91304347826087,0.0217391304347826
1,0,0,0
0,1,0,0
0.2,0,0,0.8
0.851851851851852,0.148148148148148,0,0
0.153846153846154,0.846153846153846,0,0
0.666666666666667,0.333333333333333,0,0
1,0,0,0
0,1,0,0
1,0,0,0
0,1,0,0
1,0,0,0
0,1,0,0
