1,2
3,4
5,6
7,8
9,10
11,12
13,14
15,16
17,18
19,20
21,22
23,24
25,26
27,28
29,30
31,32
33,34
35,36
-1,-1
37,38
39,40
41,42
-1,-1
43,44
45,46
47,48
-1,-1
49,50
51,52
53,54
55,56
57,58
-1,-1
59,60
-1,-1
61,62
63,64
-1,-1
65,66
67,68
69,70
71,72
73,74
75,76
77,78
-1,-1
79,80
-1,-1
81,82
83,84
85,86
87,88
89,90
91,92
-1,-1
93,94
-1,-1
95,96
97,98
-1,-1
99,100
101,102
-1,-1
103,104
-1,-1
-1,-1
-1,-1
105,106
107,108
109,110
-1,-1
111,112
-1,-1
-1,-1
113,114
115,116
117,118
-1,-1
119,120
121,122
-1,-1
123,124
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
125,126
127,128
129,130
131,132
133,134
135,136
-1,-1
-1,-1
137,138
139,140
-1,-1
141,142
-1,-1
143,144
145,146
147,148
-1,-1
-1,-1
-1,-1
149,150
-1,-1
-1,-1
-1,-1
-1,-1
151,152
153,154
-1,-1
-1,-1
155,156
157,158
159,160
161,162
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
163,164
-1,-1
-1,-1
-1,-1
-1,-1
165,166
167,168
169,170
-1,-1
-1,-1
-1,-1
171,172
173,174
175,176
177,178
-1,-1
179,180
-1,-1
-1,-1
-1,-1
181,182
-1,-1
183,184
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
185,186
187,188
-1,-1
-1,-1
189,190
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
191,192
193,194
-1,-1
-1,-1
195,196
-1,-1
197,198
-1,-1
-1,-1
199,200
201,202
203,204
205,206
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
207,208
209,210
-1,-1
211,212
213,214
-1,-1
-1,-1
215,216
217,218
-1,-1
219,220
221,222
223,224
225,226
227,228
-1,-1
229,230
-1,-1
-1,-1
-1,-1
231,232
233,234
235,236
-1,-1
-1,-1
237,238
-1,-1
239,240
-1,-1
241,242
-1,-1
-1,-1
243,244
-1,-1
-1,-1
-1,-1
-1,-1
245,246
247,248
-1,-1
-1,-1
249,250
251,252
-1,-1
253,254
-1,-1
-1,-1
-1,-1
255,256
257,258
-1,-1
259,260
261,262
263,264
-1,-1
265,266
267,268
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
269,270
271,272
273,274
-1,-1
275,276
-1,-1
277,278
279,280
-1,-1
281,282
-1,-1
283,284
-1,-1
-1,-1
-1,-1
285,286
-1,-1
-1,-1
287,288
-1,-1
-1,-1
-1,-1
289,290
-1,-1
-1,-1
-1,-1
291,292
-1,-1
293,294
-1,-1
-1,-1
-1,-1
-1,-1
295,296
297,298
-1,-1
299,300
301,302
303,304
-1,-1
305,306
307,308
-1,-1
309,310
311,312
313,314
-1,-1
315,316
-1,-1
317,318
319,320
-1,-1
321,322
-1,-1
323,324
325,326
327,328
-1,-1
-1,-1
-1,-1
329,330
-1,-1
331,332
-1,-1
-1,-1
333,334
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
335,336
-1,-1
337,338
339,340
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
341,342
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
