1,2
3,4
5,6
7,8
9,10
11,12
13,14
15,16
17,18
19,20
21,22
23,24
-1,-1
25,26
27,28
29,30
31,32
-1,-1
33,34
35,36
37,38
39,40
-1,-1
41,42
-1,-1
-1,-1
43,44
45,46
47,48
49,50
51,52
53,54
55,56
57,58
-1,-1
59,60
61,62
63,64
65,66
-1,-1
-1,-1
67,68
69,70
71,72
-1,-1
-1,-1
73,74
-1,-1
-1,-1
75,76
77,78
79,80
81,82
83,84
85,86
87,88
-1,-1
89,90
-1,-1
91,92
93,94
95,96
97,98
99,100
101,102
-1,-1
103,104
105,106
107,108
109,110
111,112
-1,-1
-1,-1
113,114
115,116
117,118
119,120
-1,-1
121,122
-1,-1
123,124
125,126
-1,-1
-1,-1
127,128
-1,-1
129,130
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
131,132
133,134
135,136
-1,-1
137,138
-1,-1
139,140
141,142
-1,-1
143,144
-1,-1
145,146
-1,-1
147,148
149,150
151,152
153,154
-1,-1
-1,-1
-1,-1
155,156
157,158
159,160
-1,-1
-1,-1
-1,-1
-1,-1
161,162
163,164
165,166
167,168
169,170
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
171,172
173,174
-1,-1
175,176
-1,-1
-1,-1
-1,-1
-1,-1
177,178
-1,-1
-1,-1
-1,-1
-1,-1
179,180
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
181,182
-1,-1
-1,-1
183,184
185,186
-1,-1
-1,-1
-1,-1
187,188
189,190
191,192
193,194
-1,-1
195,196
-1,-1
-1,-1
-1,-1
197,198
-1,-1
-1,-1
-1,-1
199,200
201,202
-1,-1
-1,-1
203,204
205,206
-1,-1
-1,-1
207,208
209,210
-1,-1
-1,-1
211,212
-1,-1
-1,-1
-1,-1
-1,-1
213,214
215,216
217,218
-1,-1
219,220
-1,-1
221,222
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
223,224
-1,-1
-1,-1
225,226
227,228
229,230
-1,-1
-1,-1
-1,-1
231,232
-1,-1
233,234
235,236
237,238
-1,-1
239,240
-1,-1
241,242
-1,-1
243,244
245,246
247,248
-1,-1
-1,-1
-1,-1
-1,-1
249,250
-1,-1
251,252
-1,-1
-1,-1
-1,-1
-1,-1
253,254
-1,-1
255,256
-1,-1
-1,-1
-1,-1
257,258
-1,-1
-1,-1
259,260
261,262
263,264
-1,-1
265,266
-1,-1
267,268
-1,-1
-1,-1
-1,-1
-1,-1
269,270
-1,-1
-1,-1
271,272
-1,-1
273,274
-1,-1
-1,-1
275,276
-1,-1
-1,-1
277,278
-1,-1
279,280
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
281,282
283,284
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
285,286
287,288
-1,-1
289,290
-1,-1
291,292
293,294
295,296
-1,-1
297,298
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
299,300
-1,-1
-1,-1
-1,-1
