1,2
3,4
5,6
7,8
9,10
11,12
13,14
15,16
17,18
-1,-1
19,20
21,22
23,24
25,26
27,28
29,30
31,32
33,34
35,36
37,38
39,40
41,42
43,44
45,46
47,48
49,50
51,52
53,54
55,56
57,58
59,60
61,62
63,64
65,66
67,68
69,70
71,72
73,74
-1,-1
-1,-1
-1,-1
75,76
77,78
79,80
81,82
83,84
85,86
87,88
-1,-1
89,90
-1,-1
-1,-1
91,92
93,94
95,96
97,98
99,100
101,102
103,104
105,106
107,108
-1,-1
-1,-1
109,110
111,112
113,114
115,116
117,118
-1,-1
-1,-1
119,120
121,122
123,124
-1,-1
125,126
127,128
-1,-1
-1,-1
129,130
-1,-1
-1,-1
-1,-1
-1,-1
131,132
133,134
135,136
137,138
-1,-1
-1,-1
-1,-1
139,140
-1,-1
141,142
-1,-1
-1,-1
143,144
-1,-1
145,146
-1,-1
147,148
-1,-1
149,150
151,152
-1,-1
-1,-1
153,154
-1,-1
-1,-1
-1,-1
155,156
-1,-1
157,158
159,160
161,162
-1,-1
163,164
165,166
167,168
-1,-1
169,170
171,172
-1,-1
-1,-1
173,174
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
175,176
-1,-1
177,178
179,180
-1,-1
181,182
-1,-1
183,184
185,186
-1,-1
-1,-1
-1,-1
-1,-1
187,188
189,190
191,192
-1,-1
-1,-1
-1,-1
193,194
195,196
-1,-1
197,198
199,200
201,202
203,204
205,206
-1,-1
207,208
209,210
-1,-1
-1,-1
211,212
-1,-1
213,214
215,216
217,218
219,220
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
221,222
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
223,224
-1,-1
-1,-1
225,226
227,228
-1,-1
-1,-1
-1,-1
229,230
231,232
233,234
235,236
237,238
239,240
241,242
-1,-1
-1,-1
243,244
245,246
247,248
-1,-1
-1,-1
249,250
251,252
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
253,254
-1,-1
-1,-1
-1,-1
-1,-1
255,256
-1,-1
257,258
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
259,260
261,262
-1,-1
263,264
265,266
267,268
-1,-1
-1,-1
269,270
-1,-1
-1,-1
271,272
-1,-1
-1,-1
273,274
-1,-1
275,276
-1,-1
277,278
279,280
281,282
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
283,284
285,286
-1,-1
-1,-1
-1,-1
287,288
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
289,290
-1,-1
-1,-1
-1,-1
291,292
293,294
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
295,296
-1,-1
297,298
-1,-1
-1,-1
299,300
301,302
303,304
305,306
307,308
-1,-1
-1,-1
309,310
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
311,312
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
313,314
315,316
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
317,318
-1,-1
-1,-1
-1,-1
-1,-1
